Date,Close,High,Low,Open,Volume
1986-03-13,0.05949981138110161,0.0621565003047849,0.054187655547076996,0.054187655547076996,1031788800
1986-03-14,0.06162463128566742,0.06268767272723091,0.059499770415041016,0.059499770415041016,308160000
1986-03-17,0.0626877024769783,0.0632189179467342,0.06162466053092623,0.06162466053092623,133171200
1986-03-18,0.06109343469142914,0.0632189072162243,0.06056221931183949,0.06268769183663465,67766400
1986-03-19,0.06003100425004959,0.06162465039725518,0.05949978886764772,0.06109343501485332,47894400
1986-03-20,0.058437347412109375,0.06003099326776778,0.05790613212688991,0.06003099326776778,58435200
1986-03-21,0.05684372037649155,0.059499797681973304,0.05578128945429884,0.058437366759780604,59990400
1986-03-24,0.055250074714422226,0.056843721118514316,0.05471885924639153,0.056843721118514316,65289600
1986-03-25,0.05631251633167267,0.05631251633167267,0.05471886962530245,0.055250085194092524,32083200
1986-03-26,0.057906150817871094,0.0584373662745566,0.05578128899112909,0.05631250444781459,22752000
1986-03-27,0.05896860361099243,0.058968603610992425,0.057906172303416194,0.057906172303416194,16848000
1986-03-31,0.058437347412109375,0.05896856269732884,0.05737491684167044,0.05896856269732884,12873600
1986-04-01,0.057906150817871094,0.0584373662745566,0.057906150817871094,0.0584373662745566,11088000
1986-04-02,0.058437347412109375,0.05949977798254831,0.05790613212688991,0.05790613212688991,27014400
1986-04-03,0.05896860361099243,0.06056225057235677,0.058968603610992425,0.058968603610992425,23040000
1986-04-04,0.05896860361099243,0.05949981926478054,0.058968603610992425,0.058968603610992425,26582400
1986-04-07,0.057906150817871094,0.059499797187927604,0.056843719904500094,0.0589685817312421,16560000
1986-04-08,0.058437347412109375,0.05949977798254831,0.05790613212688991,0.05790613212688991,10252800
1986-04-09,0.05949981138110161,0.060031026964504075,0.05843738021429669,0.05843738021429669,12153600
1986-04-10,0.06003100425004959,0.06056221963245145,0.05843735810284399,0.05949978886764772,13881600
1986-04-11,0.06109343469142914,0.062156476457045,0.06056221931183949,0.06056221931183949,17222400
1986-04-14,0.06162463128566742,0.06215645750957431,0.06109341606801082,0.06109341606801082,12153600
1986-04-15,0.06162463128566742,0.06162463128566741,0.059499770415041016,0.06162463128566741,9302400
1986-04-16,0.06375010311603546,0.06428131833330451,0.06109341602344034,0.06162463124070939,31910400
1986-04-17,0.06428131461143494,0.06428131461143494,0.06375009942492309,0.06375009942492309,22003200
1986-04-18,0.06215650215744972,0.06428136455439418,0.06162467555152441,0.06428136455439418,21628800
1986-04-21,0.06215650215744972,0.06268771775668584,0.060562244353052186,0.06215650215744972,22924800
1986-04-22,0.06109343469142914,0.062156476457045,0.061093434691429145,0.062156476457045,15552000
1986-04-23,0.06135903298854828,0.0616246429274281,0.060562212291406826,0.06109342760941746,15609600
1986-04-24,0.06746864318847656,0.06853107415135216,0.06109344640466926,0.06135905186551296,62352000
1986-04-25,0.07171895354986191,0.07464063997969975,0.06799983544356349,0.06799983544356349,85795200
1986-04-28,0.07225020229816437,0.07278141784408453,0.07118716019969619,0.07171898675224421,28886400
1986-04-29,0.07012472301721573,0.07225019602291756,0.06959350751743397,0.07225019602291756,30326400
1986-04-30,0.06853105872869492,0.07065592017625404,0.06693741264302558,0.07012470481436425,30902400
1986-05-01,0.06746864318847656,0.06853107415135216,0.06640621222560096,0.06853107415135216,54345600
1986-05-02,0.06746864318847656,0.06853107415135216,0.06693742770703875,0.06746864318847656,20246400
1986-05-05,0.06693743169307709,0.06746864720614809,0.06693743169307709,0.06746864720614809,3254400
1986-05-06,0.06746864318847656,0.06853107415135216,0.06746864318847656,0.06746864318847656,9734400
1986-05-07,0.06746864318847656,0.06799985866991436,0.06640621222560096,0.06746864318847656,5155200
1986-05-08,0.06799983978271484,0.06799983978271484,0.06693740911493318,0.06746862444882401,3542400
1986-05-09,0.06746864318847656,0.06799985866991436,0.06746864318847656,0.06799985866991436,6076800
1986-05-12,0.06799983978271484,0.06959348578438736,0.06746862444882401,0.06746862444882401,10483200
1986-05-13,0.06853105872869492,0.06906227409058469,0.06799984336680513,0.06799984336680513,3830400
1986-05-14,0.06799983978271484,0.06853105511660569,0.06799983978271484,0.06853105511660569,9302400
1986-05-15,0.06799983978271484,0.06906227045049652,0.06799983978271484,0.06799983978271484,3801600
1986-05-16,0.06853105872869492,0.07012470481436425,0.06799984336680513,0.06799984336680513,11952000
1986-05-19,0.06746864318847656,0.06853107415135216,0.06693742770703875,0.06853107415135216,11001600
1986-05-20,0.06693743169307709,0.06746864720614809,0.06640621618000608,0.06746864720614809,61977600
1986-05-21,0.06587496399879456,0.06746860965093274,0.06587496399879456,0.06693739443355334,8092800
1986-05-22,0.06587496399879456,0.06640617921617395,0.06587496399879456,0.06587496399879456,4406400
1986-05-23,0.06587496399879456,0.06693739443355334,0.06587496399879456,0.06587496399879456,4089600
1986-05-27,0.06799983978271484,0.06799983978271484,0.06587497844715151,0.06587497844715151,13881600
1986-05-28,0.07012472301721573,0.07012472301721573,0.06799986101808869,0.06799986101808869,15523200
1986-05-29,0.07171895354986191,0.07278138414984861,0.06959348134354353,0.07012469664353686,45676800
1986-05-30,0.07437505573034286,0.07543748669716994,0.07225019379668872,0.07225019379668872,27072000
1986-06-02,0.07225020229816437,0.074375064481845,0.07225020229816437,0.074375064481845,19728000
1986-06-03,0.07225020229816437,0.07225020229816437,0.07118716019969619,0.07225020229816437,5011200
1986-06-04,0.07171895354986191,0.07278138414984861,0.07118712724352357,0.07225016884985526,4723200
1986-06-05,0.07278142124414444,0.07278142124414444,0.07118716352527868,0.07171899010267155,13708800
1986-06-06,0.07278142124414444,0.07278142124414444,0.07171899010267155,0.07278142124414444,3427200
1986-06-09,0.06959349662065506,0.0727814001267663,0.06959349662065506,0.0727814001267663,12672000
1986-06-10,0.06959349662065506,0.06959349662065506,0.06853106578744436,0.06959349662065506,3427200
1986-06-11,0.06959349662065506,0.06959349662065506,0.06853106578744436,0.06959349662065506,2304000
1986-06-12,0.06693743169307709,0.0695935092584321,0.06640621618000608,0.0695935092584321,13708800
1986-06-13,0.06693743169307709,0.06746864720614809,0.06640621618000608,0.06693743169307709,7891200
1986-06-16,0.06640621274709702,0.06746864371831601,0.06587499726148752,0.06693742823270651,9590400
1986-06-17,0.06746864318847656,0.06853107415135216,0.06693742770703875,0.06693742770703875,13075200
